scientific_name,common_name,genus,img_url
Melilotus indicus (L.) All.,Melilotus,Melilotus,https://bs.plantnet.org/image/o/5f52313da860fa4008c526322b7b7435a839b74c
Melilotus officinalis (L.) Pall.,,,
Acacia dealbata Link,Acacia,Acacia,https://bs.plantnet.org/image/o/69b5807fec47f3d73ad538c3c2b81c75805c6eb3
Acacia longifolia (Andrews) Willd.,Acacia,Acacia,https://bs.plantnet.org/image/o/e64bb0ff1bfb7af264d969a666b9ca2624eb8f06
Acacia mearnsii De Wild.,Acacia,Acacia,https://bs.plantnet.org/image/o/d88e80644cdebd71149de52539a740dfa15fa104
Acacia pycnantha Benth.,Acacia,Acacia,https://bs.plantnet.org/image/o/40efea4119144fac3d54a36fe7732bd4ce39a023
Acacia retinodes Schltdl.,Acacia,Acacia,https://bs.plantnet.org/image/o/3b368d22eee38d3e005c5c71cf5a7bfc1ca9d31e
Barbarea verna (Mill.) Asch.,Barbarea,Barbarea,https://bs.plantnet.org/image/o/2bfd0cfe823319afa678ea39ad921fd3bd900980
Barbarea intermedia Boreau,Barbarea,Barbarea,https://bs.plantnet.org/image/o/33481681f7f6fb0ea8d7d00d6c53cf9b2c5a38b4
Myosurus minimus L.,,,
Fragaria vesca L.,Fragaria,Fragaria,https://bs.plantnet.org/image/o/7d60247e932ffec977924d0b48f1e98c5aef6ecc
Duchesnea indica (Jacks.) Focke,,,
Centranthus ruber (L.) DC.,,,
Guizotia abyssinica (L. f.) Cass.,,,
Tagetes minuta L.,Tagetes,Tagetes,https://bs.plantnet.org/image/o/ea17c8266144b78501d3f0f7c7759191975d4ce6
Tagetes patula L.,,,
Calendula arvensis (Vaill.) L.,,,
Lapsana communis L.,Lapsana,Lapsana,https://bs.plantnet.org/image/o/211ca0d9a8d714f433f1fa6644a819b085f8b9e2
Carthamus tinctorius L.,Carthamus,Carthamus,https://bs.plantnet.org/image/o/bb163d1d9d6194edce9713ebbf6e68829e27f88b
Lactuca sativa L.,Lactuca,Lactuca,https://bs.plantnet.org/image/o/760de599cade44ca803c3d4917cd093639a46240
Lactuca serriola L.,Lactuca,Lactuca,https://bs.plantnet.org/image/o/41af75a361b72b12ce492f457303e3f9d151fb74
Arthraxon hispidus (Thunb.) Makino,Arthraxon,Arthraxon,https://bs.plantnet.org/image/o/9545f6288a66a1ef175021a53dedb60162e0bd9f
Microchloa kunthii Desv.,Microchloa,Microchloa,https://bs.plantnet.org/image/o/9676c617ccfc0de2b817caa945010743f15123f4
Harpachne schimperi Hochst. ex A. Rich.,,,
Cedrela odorata L.,Cedrela,Cedrela,https://bs.plantnet.org/image/o/5c4b9c6c15cbfad6b5a06fb2b23121ef4feb17b2
Aeschynomene americana L.,Aeschynomene,Aeschynomene,https://bs.plantnet.org/image/o/3ad945ebc9c54cd480920ce831e6dd0904e65f84
Prosopis alba Griseb.,Prosopis,Prosopis,https://bs.plantnet.org/image/o/525bede6c436001090a82db6f1c0fff58612b82a
Prosopis juliflora (Sw.) DC.,Prosopis,Prosopis,https://bs.plantnet.org/image/o/92a3cfc80231dea57def12ebbc36f4726ba3b334
Crotalaria spectabilis Roth,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/17008150d5098e813372c5c40862ad5b405fded3
Crotalaria chrysochlora Baker f. ex Harms,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/eb1dc97ac48d4ddd48788fde5a7fc1bcc83ade42
Crotalaria deflersii Schweinf.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/ec0e3a938f18781c5cb3b98317f3efa615642e26
Crotalaria polysperma Kotschy,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/f5aad7435caa1ffcd480f0b4f23e84cd770f5a1d
Crotalaria uguenensis Taub.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/1823b66e09a710f57270fff0520ec850af435aa0
Crotalaria verrucosa L.,Crotalaria,Crotalaria,https://bs.plantnet.org/image/o/0b9078e5d2609aeb027bb747f0cf03cb4cfad655
Lupinus perennis L.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/428c05229ca80986addf650c6e8c704212de6d57
Lupinus polyphyllus Lindl.,Lupinus,Lupinus,https://bs.plantnet.org/image/o/85cbdec87dc5e414b70839f691ecff10998012ec
Dalbergia latifolia Roxb.,Dalbergia,Dalbergia,https://bs.plantnet.org/image/o/99ded7cee454ac7051f794d5baecd33b2ca8fe50
Cordyla africana Lour.,,,
Acacia xanthophloea Benth.,,,
Acacia drepanolobium Harms ex Y. Sjöstedt,,,
Acacia hockii De Wild.,,,
Acacia angustissima (Mill.) Kuntze,,,
Gomphocarpus integer (N.E. Br.) Bullock,,,
Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,Trachelospermum,https://bs.plantnet.org/image/o/27d9255732066ebd2338bf320966697b740ad085
Tradescantia spathacea Sw.,Tradescantia,Tradescantia,https://bs.plantnet.org/image/o/e7ef427dedc8571d06f101055a2ee922229585b4
Gymnosporia putterlickioides Loes.,Gymnosporia,Gymnosporia,https://bs.plantnet.org/image/o/32e882a6ce3f3becf76297cfcf293fbcc579de96
Conostomium kenyense Bremek.,,,
Conostomium quadrangulare (Rendle) Cufod.,Conostomium,Conostomium,https://bs.plantnet.org/image/o/6b9e570a5a8796579362b1050b48c17b46f1f5c0
Mussaenda frondosa L.,Mussaenda,Mussaenda,https://bs.plantnet.org/image/o/58e55bbe11031f10858f38a9473908285ce134f9
Mussaenda erythrophylla Schumach. & Thonn.,Mussaenda,Mussaenda,https://bs.plantnet.org/image/o/a91765f3f7a8ca847fb0224b45a8a2f9abe061cb
Morinda citrifolia L.,Morinda,Morinda,https://bs.plantnet.org/image/o/682a79cd2ba4b9d91326998ec862a917b7fca6d9
Pilocarpus racemosus Vahl,Pilocarpus,Pilocarpus,https://bs.plantnet.org/image/o/f7144844d8bd9ff8ed229041691e35d9397fab66
Pelargonium alchemilloides (L.) L'Hér.,,,
Pelargonium quinquelobatum Hochst. ex A. Rich.,,,
Pelargonium glechomoides A. Rich.,,,
Gynura aurantiaca (Blume) DC.,Gynura,Gynura,https://bs.plantnet.org/image/o/b1081052926c208c04d921abc23d9c4329648c02
Gynura procumbens (Lour.) Merr.,Gynura,Gynura,https://bs.plantnet.org/image/o/5a460d23b570df68b92340174173394319142049
Tagetes erecta L.,Tagetes,Tagetes,https://bs.plantnet.org/image/o/47e304014b034df0fe901341cf6184b7a85a8454
Aspilia mossambicensis (Oliv.) Wild,Aspilia,Aspilia,https://bs.plantnet.org/image/o/75f06658abc7c7538c092b2b50ff0c2ff8eacec3
Aspilia pluriseta Schweinf.,,,
Schkuhria pinnata (Lam.) Thell.,,,
Montanoa hibiscifolia Benth.,Montanoa,Montanoa,https://bs.plantnet.org/image/o/0ac2fc2da1958f75cf0fdb2ab1ffada3e50cdb20
Acalypha crenata Hochst. ex A. Rich.,,,
Acalypha hispida Burm. f.,,,
Phyllanthus fischeri Pax,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/390ecfd58060dcb521262bab3ae89fba5e8f1aa1
Phyllanthus suffrutescens Pax,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/495c619950eccfecf4b03aaf5515351157a46a5d
Phyllanthus acidus (L.) Skeels,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/b1423ddd84cb1e69a8b9a3c1b9fcfe26f63d3c11
Phyllanthus amarus Schumach. & Thonn.,Phyllanthus,Phyllanthus,https://bs.plantnet.org/image/o/980fc99aaf465acfabff1ba1f1b4a3cff4fdad13
Triadica sebifera (L.) Small,Triadica,Triadica,https://bs.plantnet.org/image/o/5307fee7da7501f2c7192cbeba64fec61b44772d
Petiveria alliacea L.,Petiveria,Petiveria,https://bs.plantnet.org/image/o/9685e49ebb4a22605ee183a85f7f9a04a2705899
Peperomia pellucida (L.) Kunth,Peperomia,Peperomia,https://bs.plantnet.org/image/o/bb94acb54726f692b2de921a4fb33fc6a2c47b22
Guaiacum officinale L.,Guaiacum,Guaiacum,https://bs.plantnet.org/image/o/350a51c986812ec93a9e3b02a9e5370d49359e5d
Hypericum annulatum Moris,Hypericum,Hypericum,https://bs.plantnet.org/image/o/363a33ecd2d150458f31205c2d8e5d070cad5549
Mussaenda philippica A. Rich.,,,
Wigandia urens (Ruiz & Pav.) Kunth,Wigandia,Wigandia,https://bs.plantnet.org/image/o/14cbe9d351d92e14ac9c46b67969d751c84f2d2c
Boscia mossambicensis Klotzsch,Boscia,Boscia,https://bs.plantnet.org/image/o/1d65ffdd608adb2147b59dbefec07f7b82c05f01
Boscia coriacea Pax,,,
Mecardonia procumbens (Mill.) Small,Mecardonia,Mecardonia,https://bs.plantnet.org/image/o/fe78fd4fe07a9b83b865c23dff15722df00ccec4
Browallia americana L.,Browallia,Browallia,https://bs.plantnet.org/image/o/0645724dc59dee3d8fd38f9e52889612e18f3fa0
Acacia mangium Willd.,Acacia,Acacia,https://bs.plantnet.org/image/o/897b026e23e8b195baecb9f41e30c5c187ad2f4a
Casuarina equisetifolia L.,Casuarina,Casuarina,https://bs.plantnet.org/image/o/ef3c61d06d6a65b85b8c4de8e70cddc6dfc39a34
Aristea abyssinica Pax,Aristea,Aristea,https://bs.plantnet.org/image/o/defcf11fd3b144daa855ad73fd103239b4359ac0
Aristea ecklonii Baker,Aristea,Aristea,https://bs.plantnet.org/image/o/0ad814cca2f9229099c3f9a32eff18ac32fafcd3
Erianthemum dregei (Eckl. & Zeyh.) Tiegh.,Erianthemum,Erianthemum,https://bs.plantnet.org/image/o/f7f7e515a630fdd2a51bbab3bdbd96f87837b492
Cucurbita ficifolia Bouché,Cucurbita,Cucurbita,https://bs.plantnet.org/image/o/1dea99591fe499132ff6fa0f09083e26e43ffcf9
Cucurbita pepo L.,Cucurbita,Cucurbita,https://bs.plantnet.org/image/o/2e9aa22a0ac9a23524fc0546178d8e8a1f6a0b4b
Luffa acutangula (L.) Roxb.,Luffa,Luffa,https://bs.plantnet.org/image/o/508f82d176f757f7ae0756d520a8350b6cac74f7
Lagenaria siceraria (Molina) Standl.,Lagenaria,Lagenaria,https://bs.plantnet.org/image/o/82886251d73161e4afbbcf2405433cce912e2d79
Lagenaria sphaerica (Sond.) Naudin,Lagenaria,Lagenaria,https://bs.plantnet.org/image/o/75c60da6320a04d5664de31b79534b5b91361c8a
Asystasia riparia Lindau,Asystasia,Asystasia,https://bs.plantnet.org/image/o/42865b22f1748a69136271e35190881453d4861a
Barringtonia asiatica (L.) Kurz,Barringtonia,Barringtonia,https://bs.plantnet.org/image/o/34a20ba740ee27c35e178842781f0284ffbef61b
Couroupita guianensis Aubl.,Couroupita,Couroupita,https://bs.plantnet.org/image/o/a68a67453fea1b3c7e7cdea234e7dec683e139f0
Asystasia charmian S. Moore,,,
Raphia farinifera (Gaertn.) Hyl.,Raphia,Raphia,https://bs.plantnet.org/image/o/82136d0d400a93ee2e34192e3220d843b787c07e
Zamioculcas zamiifolia (Lodd.) Engl.,,,
Kniphofia linearifolia Baker,,,
Smilax anceps Willd.,Smilax,Smilax,https://bs.plantnet.org/image/o/d05be239cb99fdab61d530840a88e527e03a34f6
Vanilla planifolia Andrews,Vanilla,Vanilla,https://bs.plantnet.org/image/o/e4914dd453b646e4a6e78acfcfc52910b6d8f26f
Ansellia africana Lindl.,Ansellia,Ansellia,https://bs.plantnet.org/image/o/133761bc37869c9f82f18f784b2644289c36c2f3
Hypericum balearicum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/ad5a4aff99e633ef917609af123cba8013764bfd
Ophrys druentica P.Delforge & Viglione,,,
Macrosyringion longiflorum (Vohl) Rothm.,,,
Pyracantha koidzumii (Hayata) Rehder,Pyracantha,Pyracantha,https://bs.plantnet.org/image/o/ce35592b3c63607a81ca28b34a6baeb34a6c26d9
Lactuca plumieri (L.) Gren. & Godr.,,,
Aizoanthemum hispanicum (L.) H.E.K.Hartmann,,,
Phedimus aizoon (L.) 't Hart,Phedimus,Phedimus,https://bs.plantnet.org/image/o/2479a4236c8b974dc25e58c2a6caaa1462dd2215
Phedimus spurius (M.Bieb) 't Hart,,,
Nephrolepis cordifolia (L.) C.Presl,Nephrolepis,Nephrolepis,https://bs.plantnet.org/image/o/3733e46511456e54aac74f93c2ea8210c1ab5171
Cereus jamacaru DC.,Cereus,Cereus,https://bs.plantnet.org/image/o/3bea97caf324ab4cda2b7b3be681472f739ea5de
Sedum pachyphyllum Rose,Sedum,Sedum,https://bs.plantnet.org/image/o/59adee0cc0dd4ba9f97cbb86b6c39760f53e3522
Sedum dendroideum Moc. & Sessé ex DC.,Sedum,Sedum,https://bs.plantnet.org/image/o/a3bb59f2fb6fcf6df29eb7cdc28f36ac524f916e
Liriodendron chinensis (Hemsl.) Sarg.,,,
Atocion rupestre (L.) B.Oxelman,,,
Tagetes tenuifolia Cav.,Tagetes,Tagetes,https://bs.plantnet.org/image/o/41a06296fb70d582d363721417b902a79c2eea30
Aegopodium podagraria L.,Aegopodium,Aegopodium,https://bs.plantnet.org/image/o/f4b18cf197f5436972bc3f889eb1371a73e23941
Acacia melanoxylon R.Br.,Acacia,Acacia,https://bs.plantnet.org/image/o/167411edbbdaf14da7b9926dd04168081ca9c63d
Acacia saligna (Labill.) H.L.Wendl.,Acacia,Acacia,https://bs.plantnet.org/image/o/ba354c53628fb6fbe98e669816f01ed157570b88
Patzkea paniculata (L.) G.H.Loos,Patzkea,Patzkea,https://bs.plantnet.org/image/o/ac9d44801b9d7b5af57a3114fd3e366f928fea3a
Perovskia abrotanoides Kar.,,,
Ophrys occidentalis (Scappaticci) Scappaticci & M.Demange,,,
Erechtites hieraciifolius (L.) Raf. ex DC.,Erechtites,Erechtites,https://bs.plantnet.org/image/o/f047db750de6d15bdf69813e649ab35d15be4157
Cenchrus longisetus M.C.Johnst.,Cenchrus,Cenchrus,https://bs.plantnet.org/image/o/a0bc992efb8470b1f14f3a2318060417ac136542
Nothofagus obliqua (Mirb.) Oerst.,Nothofagus,Nothofagus,https://bs.plantnet.org/image/o/2c921906b5d040a5bf068dd3b677f24dc6403ca4
Calendula arvensis L.,Calendula,Calendula,https://bs.plantnet.org/image/o/7b0067f1acc6c603cdd93b9e1e395d63eca6a4a7
Carthamus carduncellus L.,Carthamus,Carduncellus,https://bs.plantnet.org/image/o/6b09c276f739c3e1b598a519ad5ed15edc5f829d
Carthamus mitissimus L.,Carthamus,Carduncellus,https://bs.plantnet.org/image/o/112cf1d046351dd382ab7b112636a9112e61c525
Chaerophyllum aureum L.,Chaerophyllum,Chaerophyllum,https://bs.plantnet.org/image/o/be7e1819e0387f520b0e7f4d27aee43d303fa9f9
Chaerophyllum hirsutum L.,Chaerophyllum,Chaerophyllum,https://bs.plantnet.org/image/o/5690dc8432c1fb82674950e9df114901fccb5128
Chaerophyllum villarsii W.D.J.Koch,Chaerophyllum,Chaerophyllum,https://bs.plantnet.org/image/o/4fd146854e71d01ac9ef5950e11ffecfee2073f4
Cirsium alsophilum (Pollini) Greuter,,,
Cirsium canum (L.) All.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/c6df9756489867a85837a330950d4cf20f29f390
Cirsium dissectum (L.) Hill,Cirsium,Cirsium,https://bs.plantnet.org/image/o/2063c8680bc300874b28fc2faded2b5fba215687
Cirsium eriophorum (L.) Scop.,Cirsium,Lophiolepis,https://bs.plantnet.org/image/o/df96890486909a5c4f3a6c6a05209c826b72f7f6
Cirsium erisithales (Jacq.) Scop.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/5468b4bbe8cfbd920b5b1368ea780c021e7c5173
Cirsium ferox (L.) DC.,Cirsium,Lophiolepis,https://bs.plantnet.org/image/o/99feeeccf5045ce16c2261f7eb33f19f43faf63e
Cirsium filipendulum Lange,Cirsium,Cirsium,https://bs.plantnet.org/image/o/32646497e1f60497502cbe0eaa7b25c1a5804cd2
Cirsium glabrum DC.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/f822e2ce71c5c88e02fe91ea5a499143f3c1597b
Cirsium heterophyllum (L.) Hill,Cirsium,Cirsium,https://bs.plantnet.org/image/o/5766c495185aa4b0ab1e3be8cf3805873fa9e8ce
Cirsium morisianum Rchb.f.,,,
Cirsium oleraceum (L.) Scop.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/7a26d0e7184a80f10d5758a6f9ffcc09d3b0cb8a
Cirsium rivulare (Jacq.) All.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/8024242306911bdce9df65f42dd4cbb2294ff4d3
Cirsium tuberosum (L.) All.,Cirsium,Cirsium,https://bs.plantnet.org/image/o/cd30fc3922b5ee9c4de45e2095247facf4eb346d
Collomia grandiflora Douglas ex Lindl.,,,
Cucurbita maxima Duchesne,Cucurbita,Cucurbita,https://bs.plantnet.org/image/o/7b46149a36d75c4a24a8db4e0c3b179a1718b390
Cymbalaria aequitriloba (Viv.) A.Chev.,Cymbalaria,Cymbalaria,https://bs.plantnet.org/image/o/c8a09283a8e9b60bace8f471d2c44bd5b16f2ea6
Cymbalaria hepaticifolia (Poir.) Wettst.,Cymbalaria,Cymbalaria,https://bs.plantnet.org/image/o/bd80b6e4860e5ccb2012446ab6f77ac4285b766f
Cytinus hypocistis (L.) L.,Cytinus,Cytinus,https://bs.plantnet.org/image/o/0b143e0a47c1713bec3e0b227cb86dcdd5f2c3fb
Cytinus ruber Fritsch,,,
Daphne alpina L.,Daphne,Daphne,https://bs.plantnet.org/image/o/16c8c9498fb1e5d73b2fbbded89812a5056ec199
Daphne cneorum L.,Daphne,Daphne,https://bs.plantnet.org/image/o/37cd0219d85f7960d604d1117cd73943a0301394
Daphne mezereum L.,Daphne,Daphne,https://bs.plantnet.org/image/o/b5e5878be1e8396f1c176f80e635bb277867a0d8
Daphne striata Tratt.,Daphne,Daphne,https://bs.plantnet.org/image/o/b935265291b3b61f16b36a357ab412b37ffb574e
Dorotheanthus bellidiformis (Burm.f.) N.E.Br.,,,
Dryas octopetala L.,Dryas,Dryas,https://bs.plantnet.org/image/o/b24cda2c88472d6866be36185695f9abdaf651de
Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteris,Dryopteris,https://bs.plantnet.org/image/o/5c9ddb3424d4745bd65baa59efdc7dc0bcdf9e3a
Dryopteris cristata (L.) A.Gray,Dryopteris,Dryopteris,https://bs.plantnet.org/image/o/02d2d15a7844377472c6d463e1cb69252dfa2a69
Dryopteris dilatata (Hoffm.) A.Gray,Dryopteris,Dryopteris,https://bs.plantnet.org/image/o/47c8bdbcee9fc15ccd8427143e64e11493e4b27f
Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,Dryopteris,Dryopteris,https://bs.plantnet.org/image/o/bb3ff3f1250a1e9438e9ae982307c3709e299525
Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,Dryopteris,Dryopteris,https://bs.plantnet.org/image/o/ab45dd6deb7b740922beb2766ddde8e707c83437
Empetrum nigrum L.,Empetrum,Empetrum,https://bs.plantnet.org/image/o/156db9306f98fcafab1d41f67bf9bac68da31084
Epipactis atrorubens (Hoffm.) Besser,Epipactis,Epipactis,https://bs.plantnet.org/image/o/03e4ca0649ff1a0cac1f699c54e70a0fe794f8de
Epipactis leptochila (Godfery) Godfery,Epipactis,Epipactis,https://bs.plantnet.org/image/o/b521e35ad6d1136a5d652dfc2ea4ec95641b0550
Epipactis microphylla (Ehrh.) Sw.,Epipactis,Epipactis,https://bs.plantnet.org/image/o/51a646f694b2e9ac59ecf4fbe1afeacd3e91d671
Epipactis muelleri Godfery,Epipactis,Epipactis,https://bs.plantnet.org/image/o/0668c4d60658d637121b670984996dda66cb2ff4
Epipactis palustris (L.) Crantz,Epipactis,Epipactis,https://bs.plantnet.org/image/o/17f0f643e3e2cda9a8afefd1b3b03c5e935c9984
Epipactis phyllanthes G.E.Sm.,Epipactis,Epipactis,https://bs.plantnet.org/image/o/6ce111bb344235ce29f865b4bb8843c2322d8113
Epipactis purpurata Sm.,Epipactis,Epipactis,https://bs.plantnet.org/image/o/fe1bb206b129cfbc9e68d8a07fd360a412c557c5
Erucastrum gallicum (Willd.) O.E.Schulz,Erucastrum,Erucastrum,https://bs.plantnet.org/image/o/340ce5efac83a3335f3132208974f12f2f614df1
Erucastrum incanum (L.) W.D.J.Koch,,,
Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Erucastrum,Erucastrum,https://bs.plantnet.org/image/o/136dabe8b5ed5710475bc16b35ff8570952a6579
Fedia graciliflora Fisch. & C.A.Mey.,,,
Fragaria moschata Weston,,,
Freesia x hybrida L.H.Bailey,,,
Galega orientalis Lam.,Galega,Galega,https://bs.plantnet.org/image/o/2f2cb3c146fe19e403ab91a4479d0c6f80cb2d54
Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,Alliaria,https://bs.plantnet.org/image/o/c65af1a519792210a62f28f0a1f1879e407e6758
Geropogon hybridus (L.) Sch.Bip.,Geropogon,Geropogon,https://bs.plantnet.org/image/o/bcd0180df90ec9e0398846e4f48244538162fa19
Gomphocarpus fruticosus (L.) R.Br.,Gomphocarpus,Gomphocarpus,https://bs.plantnet.org/image/o/8f4e3b4fe3665ef03973f8460a8e74424389cdc3
Gomphocarpus physocarpus E.Mey.,Gomphocarpus,Gomphocarpus,https://bs.plantnet.org/image/o/44aecdcb3567851b8cdcad2c810bf8e175109074
Guizotia abyssinica (L.f.) Cass.,,,
Hebe andersonii (Lindl. & Paxton) Cockayne,,,
Hebe brachysiphon Summerh.,,,
Hebe ochracea Ashwin,,,
Hebe salicifolia (G.Forst.) Pennell,,,
Helicodiceros muscivorus (L.f.) Engl.,Helicodiceros,Helicodiceros,https://bs.plantnet.org/image/o/be49cf6a8c95281a05c15e2eb2b91a9fc5f0fc2a
Hippophae rhamnoides L.,Hippophae,Hippophae,https://bs.plantnet.org/image/o/d009142b48be39ad26b1e28c15a653e795070a60
Hypericum calycinum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/8b62b5d584f7ee3376d5283d06cc227dc69b9814
Hypericum coris L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/0cbd0889f7259e1cd1a22b1a2cce22448791953d
Hypericum elodes L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/3c643af33fe09a3683b4cd07ea6fd514de4e691f
Hypericum x inodorum Mill.,,,
Hypericum maculatum Crantz,Hypericum,Hypericum,https://bs.plantnet.org/image/o/78b897158407ca1388a739e41339e6d2fcdf0607
Hypericum nummularium L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/0563237790a8ffbbeb3761e58df3208b57903fc8
Hypericum pulchrum L.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/11450a1135d6902a02cd69a41f52c734db9ae95f
Hypericum richeri Vill.,Hypericum,Hypericum,https://bs.plantnet.org/image/o/84fc9e3fb0848710112c304b46e1bd2e8addfcae
Dierama pulcherrimum (Hook.f.) Baker,,,
Iva xanthiifolia Nutt.,,,
Kniphofia uvaria (L.) Hook.,,,
Lactuca alpina (L.) Benth. & Hook.f.,,,
Lactuca macrophylla (Willd.) A.Gray,,,
Lactuca viminea (L.) J.Presl & C.Presl,Lactuca,Lactuca,https://bs.plantnet.org/image/o/4899348520a0f06b4aa897a3641e2e43efe7800a
Lamium album L.,Lamium,Lamium,https://bs.plantnet.org/image/o/053c8bd9d17313ff9fa7395cbe6dea751555c6f9
Lamium maculatum (L.) L.,Lamium,Lamium,https://bs.plantnet.org/image/o/33cac3cae1b240b08815470c1c2865d17693b7a1
Lathraea clandestina L.,Lathraea,Lathraea,https://bs.plantnet.org/image/o/5c12eee76f1c97a465bf2b4eeeddcadf308e3efe
Lathraea squamaria L.,Lathraea,Lathraea,https://bs.plantnet.org/image/o/caf14636864a180887a704e3deb7cbac74cf6ce1
Lavandula x intermedia Emeric ex Loisel.,,,
Lavandula latifolia Medik.,Lavandula,Lavandula,https://bs.plantnet.org/image/o/87d548fb354769b9577b6428b339ddc59d2cd737
Limnanthes douglasii R.Br.,Limnanthes,Limnanthes,https://bs.plantnet.org/image/o/635a171165c4b30d00a7a35afd88c68c9accaca1
Liriodendron tulipifera L.,Liriodendron,Liriodendron,https://bs.plantnet.org/image/o/3a005906f1323415124c94c1f44a735470c0e6e5
Lupinus arboreus Sims,Lupinus,Lupinus,https://bs.plantnet.org/image/o/891c444428839a425341b07033a1ae4e58fba8fa
Lupinus x regalis Bergmans,,,
Maianthemum bifolium (L.) F.W.Schmidt,Maianthemum,Maianthemum,https://bs.plantnet.org/image/o/69976f61bceed38ea3c652a9b66ae9ce16c1d744
Melilotus altissimus Thuill.,Melilotus,Melilotus,https://bs.plantnet.org/image/o/77a021df42326ecbf2f846262ff8e734234ab057
Melilotus officinalis (L.) Lam.,Melilotus,Melilotus,https://bs.plantnet.org/image/o/f480c2ba6b5f01bdd71be9caf82479e05fecaa8a
Melilotus spicatus (Sm.) Breistr.,,,
Mercurialis ambigua L.f.,,,
Mercurialis tomentosa L.,Mercurialis,Mercurialis,https://bs.plantnet.org/image/o/baa33d78c0b29ffd4c6665704c25a24b9f9e9b9f
Moehringia ciliata (Scop.) Dalla Torre,Moehringia,Moehringia,https://bs.plantnet.org/image/o/3875538f2c47fbec62ec4a8bdf2d4f7b830a409a
Moehringia muscosa L.,Moehringia,Moehringia,https://bs.plantnet.org/image/o/4443668ce95313ea1c8bd92bdf997cdf1a3690c0
Moehringia pentandra J.Gay,,,
Narthecium ossifragum (L.) Huds.,Narthecium,Narthecium,https://bs.plantnet.org/image/o/713b1ff97f01e28b90b6acfce56a8d7d59441a44
Neotinea lactea (Poir.) R.M.Bateman,,,
Neotinea ustulata (L.) R.M.Bateman,,,
Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Noccaea,Noccaea,https://bs.plantnet.org/image/o/eee81e110b939229945215b0fb11155f3a5a6021
Noccaea montana (L.) F.K.Mey.,Noccaea,Noccaea,https://bs.plantnet.org/image/o/af6b6a6ed7ee1b53414ec4e30f7a7e8ccb0e7473
Noccaea rotundifolia (L.) Moench,Noccaea,Noccaea,https://bs.plantnet.org/image/o/833f5105b660175a37896aca4ac23d7dd3f20c78
Nymphaea candida C.Presl,Nymphaea,Nymphaea,https://bs.plantnet.org/image/o/3e5f1bc33a444c858ee16de376df317f003b75f0
Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides,Nymphoides,https://bs.plantnet.org/image/o/ab55f94c7bc38685dd3dbf7b54314f92560420b5
Ophrys arachnitiformis Gren. & M.Philippe,,,
Ophrys aranifera Huds.,,,
Ophrys aveyronensis (J.J.Wood) P.Delforge,,,
Ophrys aymoninii (Breistr.) Buttler,,,
Ophrys bertolonii Moretti,Ophrys,Ophrys,https://bs.plantnet.org/image/o/e6ac788eb091bb5dc6a375e81693d55eed6fb84f
Ophrys catalaunica O.Danesch & E.Danesch,,,
Ophrys exaltata Ten.,,,
Ophrys fuciflora (F.W.Schmidt) Moench,Ophrys,Ophrys,https://bs.plantnet.org/image/o/1d2784f3fdadf0f2387a4a6da517f7c892dc417f
Ophrys incubacea Bianca,,,
Ophrys lupercalis Devillers & Devillers-Tersch.,,,
Ophrys morisii (Martelli) Soó,,,
Ophrys passionis Sennen,,,
Ophrys provincialis (Baumann & Künkele) Paulus,,,
Ophrys saratoi E.G.Camus,,,
Ophrys sulcata Devillers & Devillers-Tersch.,,,
Oreopteris limbosperma (Bellardi ex All.) Holub,,,
Anemone x hybrida Paxton,,,
Anemone alpina L.,,,
Pancratium illyricum L.,Pancratium,Pancratium,https://bs.plantnet.org/image/o/1a3ac48c47744e0265a0bf1f8dda5c031d317d7f
Anemone apennina L.,,,
Anemone baldensis L.,,,
Papaver alpinum L.,Papaver,Papaver,https://bs.plantnet.org/image/o/5905f741e670d36c6bd1d0e8a65b42ad3e76efad
